ID1,ID2,Distance
AbuDhabi_Gayathi_UAE_2_2014_KP209310_human_2014_03_07,AbuDhabi_UAE_16_2014_KP209308_human_2014_04_10,0.00042492530000000004
AbuDhabi_Gayathi_UAE_2_2014_KP209310_human_2014_03_07,AbuDhabi_UAE_18_2014_KP209307_human_2014_04_10,0.00045702570000000003
AbuDhabi_Gayathi_UAE_2_2014_KP209310_human_2014_03_07,AbuDhabi_UAE_26_2014_KP209313_human_2014_04_13,0.0004296292
AbuDhabi_Gayathi_UAE_2_2014_KP209310_human_2014_03_07,AbuDhabi_UAE_30_2014_KP209309_human_2014_04_19,0.0004002232
AbuDhabi_Gayathi_UAE_2_2014_KP209310_human_2014_03_07,AbuDhabi_UAE_33_2014_KP209311_human_2014_04_17,0.0003979898
AbuDhabi_Gayathi_UAE_2_2014_KP209310_human_2014_03_07,AbuDhabi_UAE_8_2014_KP209306_human_2014_04_07,0.0003924568
AbuDhabi_Gayathi_UAE_2_2014_KP209310_human_2014_03_07,AbuDhabi_UAE_9_2013_KP209312_human_2013_11_15,0.0011760409
AbuDhabi_Gayathi_UAE_2_2014_KP209310_human_2014_03_07,Al_Hasa_11_2013_KF600629_human_2013_05_03,0.0016796585000000003
AbuDhabi_Gayathi_UAE_2_2014_KP209310_human_2014_03_07,Al_Hasa_12_2013_KF600627_human_2013_05_07,0.0016094926000000003
AbuDhabi_Gayathi_UAE_2_2014_KP209310_human_2014_03_07,Al_Hasa_14_2013_KF600615_human_2013_05_08,0.0017515075000000004
AbuDhabi_Gayathi_UAE_2_2014_KP209310_human_2014_03_07,Al_Hasa_15_2013_KF600645_human_2013_05_11,0.0016418072000000004
AbuDhabi_Gayathi_UAE_2_2014_KP209310_human_2014_03_07,Al_Hasa_16_2013_KF600644_human_2013_05_12,0.0016713806000000003
AbuDhabi_Gayathi_UAE_2_2014_KP209310_human_2014_03_07,Al_Hasa_17_2013_KF600647_human_2013_05_15,0.0017337195000000005
AbuDhabi_Gayathi_UAE_2_2014_KP209310_human_2014_03_07,Al_Hasa_18_2013_KF600651_human_2013_05_23,0.0016050325000000003
AbuDhabi_Gayathi_UAE_2_2014_KP209310_human_2014_03_07,Al_Hasa_19_2013_KF600632_human_2013_05_23,0.0017036948000000002
AbuDhabi_Gayathi_UAE_2_2014_KP209310_human_2014_03_07,Al_Hasa_1_2013_KF186567_human_2013_05_09,0.0016050325000000003
AbuDhabi_Gayathi_UAE_2_2014_KP209310_human_2014_03_07,Al_Hasa_21_2013_KF600634_human_2013_05_30,0.0016724774000000005
AbuDhabi_Gayathi_UAE_2_2014_KP209310_human_2014_03_07,Al_Hasa_23_2013_KJ156860_human_2013_05_13,0.0016865249000000003
AbuDhabi_Gayathi_UAE_2_2014_KP209310_human_2014_03_07,Al_Hasa_25_2013_KJ156866_human_2013_05_02,0.0016777317000000003
AbuDhabi_Gayathi_UAE_2_2014_KP209310_human_2014_03_07,Al_Hasa_26_2013_KJ156882_human_2013_06_18,0.0017375342000000003
AbuDhabi_Gayathi_UAE_2_2014_KP209310_human_2014_03_07,Al_Hasa_27_2013_KJ156943_human_2013_06_19,0.0017385183000000002
AbuDhabi_Gayathi_UAE_2_2014_KP209310_human_2014_03_07,Al_Hasa_28_2013_KJ156887_human_2013_06_22,0.0020348712000000002
AbuDhabi_Gayathi_UAE_2_2014_KP209310_human_2014_03_07,Al_Hasa_2_2013_KF186566_human_2013_04_21,0.0016363246000000004
AbuDhabi_Gayathi_UAE_2_2014_KP209310_human_2014_03_07,Al_Hasa_3_2013_KF186565_human_2013_04_22,0.0016388983000000003
AbuDhabi_Gayathi_UAE_2_2014_KP209310_human_2014_03_07,Al_Hasa_4_2013_KF186564_human_2013_05_01,0.0016392087000000003
AbuDhabi_Gayathi_UAE_2_2014_KP209310_human_2014_03_07,Al_Hasa_7_2013_KF600623_human_2013_05_01,0.0016443581000000003
AbuDhabi_Gayathi_UAE_2_2014_KP209310_human_2014_03_07,Al_Hasa_8_2013_KF600618_human_2013_05_01,0.0021489071000000003
AbuDhabi_Gayathi_UAE_2_2014_KP209310_human_2014_03_07,Asir_2_2013_KJ156863_human_2013_08_05,0.0015468883000000003
AbuDhabi_Gayathi_UAE_2_2014_KP209310_human_2014_03_07,Buraidah_1_2013_KF600630_human_2013_05_13,0.0011728528000000001
AbuDhabi_Gayathi_UAE_2_2014_KP209310_human_2014_03_07,ChinaGD01_KT036372_human_2015_05_28,0.0039821714
AbuDhabi_Gayathi_UAE_2_2014_KP209310_human_2014_03_07,EMC_2012_JX869059_human_2012_06_13,0.0044555896000000005
AbuDhabi_Gayathi_UAE_2_2014_KP209310_human_2014_03_07,England_1_2012_KC164505_human_2012_09_11,0.0022531513
AbuDhabi_Gayathi_UAE_2_2014_KP209310_human_2014_03_07,England_2_2013_KM015348_human_2013_02_10,0.0014398694000000002
